species;audio_name;spectrogram_name;sec_i;sec_f
Coracias garrulus;XC318427.mp3;XC318427_12.npy;399.092;399.927
Coracias garrulus;XC318427.mp3;XC318427_13.npy;400.313;401.313
Coracias garrulus;XC318427.mp3;XC318427_14.npy;401.113;401.888
Coracias garrulus;XC318427.mp3;XC318427_15.npy;403.571;404.571
Coracias garrulus;XC318427.mp3;XC318427_16.npy;404.371;405.371
Coracias garrulus;XC318427.mp3;XC318427_17.npy;405.171;406.171
Coracias garrulus;XC318427.mp3;XC318427_18.npy;405.971;406.971
Coracias garrulus;XC318427.mp3;XC318427_19.npy;406.771;407.290
Coracias garrulus;XC318427.mp3;XC318427_20.npy;494.859;495.859
Coracias garrulus;XC318427.mp3;XC318427_21.npy;495.659;496.659
Coracias garrulus;XC318427.mp3;XC318427_22.npy;496.459;497.459
Coracias garrulus;XC318427.mp3;XC318427_23.npy;497.259;497.811
Coracias garrulus;XC318427.mp3;XC318427_24.npy;727.118;728.082
Coracias garrulus;XC432572.mp3;XC432572_0.npy;2.588;2.916
Coracias garrulus;XC432572.mp3;XC432572_1.npy;0.226;0.318
Coracias garrulus;XC432572.mp3;XC432572_2.npy;11.110;11.225
Coracias garrulus;XC432572.mp3;XC432572_3.npy;13.194;13.326
Coracias garrulus;XC432572.mp3;XC432572_4.npy;15.239;15.354
Coracias garrulus;XC432572.mp3;XC432572_5.npy;18.178;18.310
Coracias garrulus;XC432572.mp3;XC432572_6.npy;19.983;20.097
Coracias garrulus;XC432572.mp3;XC432572_7.npy;23.361;23.473
Coracias garrulus;XC432572.mp3;XC432572_8.npy;25.811;25.929
Coracias garrulus;XC432572.mp3;XC432572_9.npy;28.798;28.886
Coracias garrulus;XC432572.mp3;XC432572_10.npy;31.238;31.342
Coracias garrulus;XC432572.mp3;XC432572_11.npy;33.150;33.258
Coracias garrulus;XC432572.mp3;XC432572_12.npy;38.789;39.120
Coracias garrulus;XC432572.mp3;XC432572_13.npy;36.691;36.796
Coracias garrulus;XC432572.mp3;XC432572_14.npy;41.976;42.114
Coracias garrulus;XC432572.mp3;XC432572_15.npy;43.641;43.773
Coracias garrulus;XC432572.mp3;XC432572_16.npy;46.797;46.899
Coracias garrulus;XC477007.mp3;XC477007_0.npy;2.783;3.238
Coracias garrulus;XC477007.mp3;XC477007_1.npy;4.938;5.446
Coracias garrulus;XC477007.mp3;XC477007_2.npy;12.398;12.813
Coracias garrulus;XC477007.mp3;XC477007_3.npy;17.617;18.085
Coracias garrulus;XC477007.mp3;XC477007_4.npy;20.976;21.976
Coracias garrulus;XC477007.mp3;XC477007_5.npy;21.776;22.033
Coracias garrulus;XC477007.mp3;XC477007_6.npy;22.869;23.338
Coracias garrulus;XC477007.mp3;XC477007_7.npy;25.546;26.148
Coracias garrulus;XC477007.mp3;XC477007_8.npy;27.098;27.620
Coracias garrulus;XC477007.mp3;XC477007_9.npy;28.637;29.172
Coracias garrulus;XC477007.mp3;XC477007_10.npy;30.979;31.979
Coracias garrulus;XC477007.mp3;XC477007_11.npy;31.779;32.779
Coracias garrulus;XC477007.mp3;XC477007_12.npy;32.579;33.579
Coracias garrulus;XC477007.mp3;XC477007_13.npy;33.379;34.379
Coracias garrulus;XC477007.mp3;XC477007_14.npy;34.179;35.179
Coracias garrulus;XC477007.mp3;XC477007_15.npy;34.979;35.636
Coracias garrulus;XC477329.mp3;XC477329_0.npy;0.777;1.049
Coracias garrulus;XC477329.mp3;XC477329_1.npy;2.588;2.858
Coracias garrulus;XC477329.mp3;XC477329_2.npy;5.303;5.511
Coracias garrulus;XC477329.mp3;XC477329_3.npy;9.477;9.682
Coracias garrulus;XC477329.mp3;XC477329_4.npy;14.698;14.915
Coracias garrulus;XC477329.mp3;XC477329_5.npy;18.231;18.456
Coracias garrulus;XC477330.mp3;XC477330_0.npy;1.189;2.051
Coracias garrulus;XC477330.mp3;XC477330_1.npy;2.114;2.705
Coracias garrulus;XC477330.mp3;XC477330_2.npy;2.761;3.191
Coracias garrulus;XC477331.mp3;XC477331_0.npy;0.876;1.085
Coracias garrulus;XC477331.mp3;XC477331_1.npy;2.861;3.195
Coracias garrulus;XC477331.mp3;XC477331_2.npy;4.083;4.366
Coracias garrulus;XC477331.mp3;XC477331_3.npy;5.373;5.806
Coracias garrulus;XC477331.mp3;XC477331_4.npy;6.043;6.386
Coracias garrulus;XC477331.mp3;XC477331_5.npy;6.669;7.047
Coracias garrulus;XC477331.mp3;XC477331_6.npy;7.380;7.735
Coracias garrulus;XC477331.mp3;XC477331_7.npy;8.031;8.153
Coracias garrulus;XC477331.mp3;XC477331_8.npy;8.433;8.804
Coracias garrulus;XC477331.mp3;XC477331_9.npy;9.066;9.163
Coracias garrulus;XC477331.mp3;XC477331_10.npy;9.465;9.571
Coracias garrulus;XC477331.mp3;XC477331_11.npy;9.808;9.908
Coracias garrulus;XC496443.mp3;XC496443_0.npy;0.635;1.015
Coracias garrulus;XC496443.mp3;XC496443_1.npy;3.230;3.680
Coracias garrulus;XC496443.mp3;XC496443_2.npy;7.162;7.453
Coracias garrulus;XC496443.mp3;XC496443_3.npy;10.696;10.764
Coracias garrulus;XC496443.mp3;XC496443_4.npy;12.624;12.872
Coracias garrulus;XC496443.mp3;XC496443_5.npy;15.104;15.342
Coracias garrulus;XC496443.mp3;XC496443_6.npy;20.460;20.665
Coracias garrulus;XC496443.mp3;XC496443_7.npy;26.691;26.919
Coracias garrulus;XC496443.mp3;XC496443_8.npy;35.621;35.851
Coracias garrulus;XC496443.mp3;XC496443_9.npy;39.485;39.751
Coracias garrulus;XC496443.mp3;XC496443_10.npy;42.694;42.928
Coracias garrulus;XC496443.mp3;XC496443_11.npy;46.796;47.030
Dendrocopos minor;XC120411.mp3;XC120411_0.npy;0.093;0.562
Dendrocopos minor;XC120411.mp3;XC120411_1.npy;0.915;1.831
Dendrocopos minor;XC120411.mp3;XC120411_2.npy;3.508;4.028
Dendrocopos minor;XC120411.mp3;XC120411_3.npy;5.403;6.240
Dendrocopos minor;XC120411.mp3;XC120411_4.npy;8.265;8.985
Dendrocopos minor;XC120411.mp3;XC120411_5.npy;11.434;12.303
Dendrocopos minor;XC120411.mp3;XC120411_6.npy;20.322;21.322
Dendrocopos minor;XC120411.mp3;XC120411_7.npy;21.122;22.122
Dendrocopos minor;XC120411.mp3;XC120411_8.npy;27.481;28.481
Dendrocopos minor;XC120411.mp3;XC120411_9.npy;28.281;28.648
Dendrocopos minor;XC120411.mp3;XC120411_10.npy;35.245;36.245
Dendrocopos minor;XC120411.mp3;XC120411_11.npy;36.045;36.346
Dendrocopos minor;XC120411.mp3;XC120411_12.npy;38.116;38.832
Dendrocopos minor;XC120411.mp3;XC120411_13.npy;40.992;41.992
Dendrocopos minor;XC120411.mp3;XC120411_14.npy;41.792;42.052
Dendrocopos minor;XC120411.mp3;XC120411_15.npy;43.854;44.653
Dendrocopos minor;XC120411.mp3;XC120411_16.npy;50.586;51.492
Dendrocopos minor;XC120411.mp3;XC120411_17.npy;54.266;55.005
Dendrocopos minor;XC120411.mp3;XC120411_18.npy;57.277;58.277
Dendrocopos minor;XC120411.mp3;XC120411_19.npy;58.077;58.317
Dendrocopos minor;XC120411.mp3;XC120411_20.npy;63.047;63.948
Dendrocopos minor;XC129156.mp3;XC129156_0.npy;0.413;1.413
Dendrocopos minor;XC129156.mp3;XC129156_1.npy;1.213;2.213
Dendrocopos minor;XC129156.mp3;XC129156_2.npy;3.172;4.035
Dendrocopos minor;XC129156.mp3;XC129156_3.npy;5.394;6.266
Dendrocopos minor;XC129156.mp3;XC129156_4.npy;8.645;9.645
Dendrocopos minor;XC129156.mp3;XC129156_5.npy;9.445;9.909
Dendrocopos minor;XC129156.mp3;XC129156_6.npy;11.786;12.786
Dendrocopos minor;XC129156.mp3;XC129156_7.npy;12.586;12.915
Dendrocopos minor;XC129156.mp3;XC129156_8.npy;15.575;16.575
Dendrocopos minor;XC129156.mp3;XC129156_9.npy;16.375;16.594
Dendrocopos minor;XC129156.mp3;XC129156_10.npy;19.218;20.218
Dendrocopos minor;XC129156.mp3;XC129156_11.npy;20.018;20.226
Dendrocopos minor;XC129156.mp3;XC129156_12.npy;28.892;29.892
Dendrocopos minor;XC129156.mp3;XC129156_13.npy;29.692;30.068
Dendrocopos minor;XC129156.mp3;XC129156_14.npy;32.576;33.576
Dendrocopos minor;XC129156.mp3;XC129156_15.npy;33.376;33.679
Dendrocopos minor;XC129156.mp3;XC129156_16.npy;36.256;37.256
Dendrocopos minor;XC129156.mp3;XC129156_17.npy;37.056;37.479
Dendrocopos minor;XC129156.mp3;XC129156_18.npy;39.648;40.620
Dendrocopos minor;XC129156.mp3;XC129156_19.npy;41.937;42.937
Dendrocopos minor;XC129156.mp3;XC129156_20.npy;42.737;42.946
Dendrocopos minor;XC129156.mp3;XC129156_21.npy;43.897;44.728
Dendrocopos minor;XC129156.mp3;XC129156_22.npy;46.186;47.186
Dendrocopos minor;XC129156.mp3;XC129156_23.npy;46.986;47.341
Dendrocopos minor;XC129156.mp3;XC129156_24.npy;48.987;49.254
Dendrocopos minor;XC129156.mp3;XC129156_25.npy;49.510;50.278
Dendrocopos minor;XC129156.mp3;XC129156_26.npy;51.402;52.238
Dendrocopos minor;XC129156.mp3;XC129156_27.npy;54.898;55.898
Dendrocopos minor;XC129156.mp3;XC129156_28.npy;55.698;55.965
Dendrocopos minor;XC129156.mp3;XC129156_29.npy;57.438;58.438
Dendrocopos minor;XC129156.mp3;XC129156_30.npy;58.238;58.682
Dendrocopos minor;XC129156.mp3;XC129156_31.npy;62.252;63.252
Dendrocopos minor;XC129156.mp3;XC129156_32.npy;63.052;63.590
Dendrocopos minor;XC129156.mp3;XC129156_33.npy;65.242;66.242
Dendrocopos minor;XC129156.mp3;XC129156_34.npy;66.042;66.302
Dendrocopos minor;XC129156.mp3;XC129156_35.npy;69.323;70.323
Dendrocopos minor;XC129156.mp3;XC129156_36.npy;70.123;71.123
Dendrocopos minor;XC129156.mp3;XC129156_37.npy;70.923;71.163
Dendrocopos minor;XC129156.mp3;XC129156_38.npy;72.240;73.113
Dendrocopos minor;XC129156.mp3;XC129156_39.npy;75.747;76.729
Dendrocopos minor;XC129156.mp3;XC129156_40.npy;79.332;80.332
Dendrocopos minor;XC129156.mp3;XC129156_41.npy;80.132;80.461
Dendrocopos minor;XC129156.mp3;XC129156_42.npy;82.483;83.085
Dendrocopos minor;XC129156.mp3;XC129156_43.npy;84.318;84.997
Dendrocopos minor;XC129156.mp3;XC129156_44.npy;86.147;86.973
Dendrocopos minor;XC129156.mp3;XC129156_45.npy;92.058;93.015
Dendrocopos minor;XC129156.mp3;XC129156_46.npy;94.253;94.766
Dendrocopos minor;XC129156.mp3;XC129156_47.npy;96.098;96.725
Dendrocopos minor;XC129156.mp3;XC129156_48.npy;99.820;100.698
Dendrocopos minor;XC129156.mp3;XC129156_49.npy;104.152;105.152
Dendrocopos minor;XC129156.mp3;XC129156_50.npy;104.952;105.224
Dendrocopos minor;XC129156.mp3;XC129156_51.npy;109.290;110.267
Dendrocopos minor;XC129156.mp3;XC129156_52.npy;111.657;112.431
Dendrocopos minor;XC129156.mp3;XC129156_53.npy;113.272;113.675
Dendrocopos minor;XC129156.mp3;XC129156_54.npy;118.520;119.520
Dendrocopos minor;XC129156.mp3;XC129156_55.npy;119.320;119.717
Dendrocopos minor;XC129156.mp3;XC129156_56.npy;126.694;127.694
Dendrocopos minor;XC129156.mp3;XC129156_57.npy;127.494;128.494
Dendrocopos minor;XC129156.mp3;XC129156_58.npy;129.229;129.892
Dendrocopos minor;XC129156.mp3;XC129156_59.npy;130.854;131.643
Dendrocopos minor;XC129156.mp3;XC129156_60.npy;135.877;136.614
Dendrocopos minor;XC129156.mp3;XC129156_61.npy;138.553;139.368
Dendrocopos minor;XC129156.mp3;XC129156_62.npy;140.309;140.905
Dendrocopos minor;XC129156.mp3;XC129156_63.npy;141.840;142.263
Dendrocopos minor;XC129156.mp3;XC129156_64.npy;144.835;145.729
Dendrocopos minor;XC129193.mp3;XC129193_0.npy;0.536;1.536
Dendrocopos minor;XC129193.mp3;XC129193_1.npy;1.336;1.989
Dendrocopos minor;XC129193.mp3;XC129193_2.npy;4.496;5.496
Dendrocopos minor;XC129193.mp3;XC129193_3.npy;5.296;6.296
Dendrocopos minor;XC129193.mp3;XC129193_4.npy;7.818;8.818
Dendrocopos minor;XC129193.mp3;XC129193_5.npy;8.618;8.901
Dendrocopos minor;XC129193.mp3;XC129193_6.npy;11.551;12.551
Dendrocopos minor;XC129193.mp3;XC129193_7.npy;12.351;12.924
Dendrocopos minor;XC129193.mp3;XC129193_8.npy;15.899;16.899
Dendrocopos minor;XC129193.mp3;XC129193_9.npy;16.699;17.141
Dendrocopos minor;XC129193.mp3;XC129193_10.npy;18.867;19.867
Dendrocopos minor;XC129193.mp3;XC129193_11.npy;19.667;20.098
Dendrocopos minor;XC129193.mp3;XC129193_12.npy;22.002;23.002
Dendrocopos minor;XC129193.mp3;XC129193_13.npy;22.802;23.170
Dendrocopos minor;XC129193.mp3;XC129193_14.npy;25.763;26.763
Dendrocopos minor;XC129193.mp3;XC129193_15.npy;26.563;26.794
Dendrocopos minor;XC129193.mp3;XC129193_16.npy;37.467;38.467
Dendrocopos minor;XC129193.mp3;XC129193_17.npy;38.267;38.926
Dendrocopos minor;XC129193.mp3;XC129193_18.npy;40.630;41.621
Dendrocopos minor;XC129193.mp3;XC129193_19.npy;50.186;51.186
Dendrocopos minor;XC129193.mp3;XC129193_20.npy;50.986;51.713
Dendrocopos minor;XC129193.mp3;XC129193_21.npy;55.970;56.970
Dendrocopos minor;XC129193.mp3;XC129193_22.npy;56.770;57.150
Dendrocopos minor;XC129193.mp3;XC129193_23.npy;58.221;58.756
Dendrocopos minor;XC129193.mp3;XC129193_24.npy;66.643;67.643
Dendrocopos minor;XC129193.mp3;XC129193_25.npy;67.443;67.760
Dendrocopos minor;XC129193.mp3;XC129193_26.npy;73.931;74.931
Dendrocopos minor;XC129193.mp3;XC129193_27.npy;74.731;75.396
Dendrocopos minor;XC129377.mp3;XC129377_0.npy;0.099;1.099
Dendrocopos minor;XC129377.mp3;XC129377_1.npy;0.899;1.591
Dendrocopos minor;XC129377.mp3;XC129377_2.npy;7.255;8.255
Dendrocopos minor;XC129377.mp3;XC129377_3.npy;8.055;8.421
Dendrocopos minor;XC129377.mp3;XC129377_4.npy;16.478;17.478
Dendrocopos minor;XC129377.mp3;XC129377_5.npy;17.278;18.278
Dendrocopos minor;XC129377.mp3;XC129377_6.npy;23.661;24.661
Dendrocopos minor;XC129377.mp3;XC129377_7.npy;24.461;25.145
Dendrocopos minor;XC129377.mp3;XC129377_8.npy;29.660;30.660
Dendrocopos minor;XC129377.mp3;XC129377_9.npy;30.460;31.060
Dendrocopos minor;XC129377.mp3;XC129377_10.npy;35.115;36.115
Dendrocopos minor;XC129377.mp3;XC129377_11.npy;35.915;36.485
Dendrocopos minor;XC129377.mp3;XC129377_12.npy;43.925;44.925
Dendrocopos minor;XC129377.mp3;XC129377_13.npy;44.725;45.725
Dendrocopos minor;XC129377.mp3;XC129377_14.npy;49.183;50.183
Dendrocopos minor;XC129377.mp3;XC129377_15.npy;49.983;50.355
Dendrocopos minor;XC129377.mp3;XC129377_16.npy;53.423;54.423
Dendrocopos minor;XC129377.mp3;XC129377_17.npy;54.223;54.715
Dendrocopos minor;XC129377.mp3;XC129377_18.npy;66.390;67.390
Dendrocopos minor;XC129377.mp3;XC129377_19.npy;67.190;67.712
Dendrocopos minor;XC129377.mp3;XC129377_20.npy;96.033;97.033
Dendrocopos minor;XC129377.mp3;XC129377_21.npy;96.833;97.241
Dendrocopos minor;XC129377.mp3;XC129377_22.npy;99.938;100.938
Dendrocopos minor;XC129377.mp3;XC129377_23.npy;100.738;101.410
Dendrocopos minor;XC129377.mp3;XC129377_24.npy;105.399;106.399
Dendrocopos minor;XC129377.mp3;XC129377_25.npy;106.199;106.954
Dendrocopos minor;XC129377.mp3;XC129377_26.npy;110.399;111.399
Dendrocopos minor;XC129377.mp3;XC129377_27.npy;111.199;111.966
Dendrocopos minor;XC129377.mp3;XC129377_28.npy;139.055;140.055
Dendrocopos minor;XC129377.mp3;XC129377_29.npy;139.855;140.855
Dendrocopos minor;XC129377.mp3;XC129377_30.npy;148.768;149.768
Dendrocopos minor;XC129377.mp3;XC129377_31.npy;149.568;150.281
Dendrocopos minor;XC133548.mp3;XC133548_0.npy;0.778;1.778
Dendrocopos minor;XC133548.mp3;XC133548_1.npy;1.578;2.080
Dendrocopos minor;XC133548.mp3;XC133548_2.npy;20.070;21.070
Dendrocopos minor;XC133548.mp3;XC133548_3.npy;20.870;21.311
Dendrocopos minor;XC133548.mp3;XC133548_4.npy;32.307;33.304
Dendrocopos minor;XC133548.mp3;XC133548_5.npy;33.645;34.283
Dendrocopos minor;XC133548.mp3;XC133548_6.npy;46.143;47.143
Dendrocopos minor;XC133548.mp3;XC133548_7.npy;46.943;47.250
Dendrocopos minor;XC133548.mp3;XC133548_8.npy;59.852;60.709
Dendrocopos minor;XC133548.mp3;XC133548_9.npy;69.564;70.564
Dendrocopos minor;XC133548.mp3;XC133548_10.npy;70.364;70.805
Dendrocopos minor;XC133548.mp3;XC133548_11.npy;75.865;76.492
Dendrocopos minor;XC133548.mp3;XC133548_12.npy;114.880;115.880
Dendrocopos minor;XC133548.mp3;XC133548_13.npy;115.680;116.218
Dendrocopos minor;XC135278.mp3;XC135278_0.npy;1.390;2.390
Dendrocopos minor;XC135278.mp3;XC135278_1.npy;2.190;2.730
Dendrocopos minor;XC135278.mp3;XC135278_2.npy;5.030;6.030
Dendrocopos minor;XC135278.mp3;XC135278_3.npy;5.830;6.420
Dendrocopos minor;XC135278.mp3;XC135278_4.npy;7.800;8.800
Dendrocopos minor;XC135278.mp3;XC135278_5.npy;8.600;8.930
Dendrocopos minor;XC135278.mp3;XC135278_6.npy;11.110;12.110
Dendrocopos minor;XC135278.mp3;XC135278_7.npy;11.910;12.440
Dendrocopos minor;XC135278.mp3;XC135278_8.npy;14.590;15.590
Dendrocopos minor;XC135278.mp3;XC135278_9.npy;15.390;16.130
Dendrocopos minor;XC135278.mp3;XC135278_10.npy;20.970;21.970
Dendrocopos minor;XC135278.mp3;XC135278_11.npy;21.770;22.770
Dendrocopos minor;XC135278.mp3;XC135278_12.npy;29.490;30.490
Dendrocopos minor;XC135278.mp3;XC135278_13.npy;30.290;30.760
Dendrocopos minor;XC135278.mp3;XC135278_14.npy;33.010;34.010
Dendrocopos minor;XC135278.mp3;XC135278_15.npy;33.810;34.810
Dendrocopos minor;XC135278.mp3;XC135278_16.npy;37.930;38.930
Dendrocopos minor;XC135278.mp3;XC135278_17.npy;38.730;39.290
Dendrocopos minor;XC135278.mp3;XC135278_18.npy;44.530;45.530
Dendrocopos minor;XC135278.mp3;XC135278_19.npy;45.330;46.330
Dendrocopos minor;XC135278.mp3;XC135278_20.npy;46.130;46.370
Dendrocopos minor;XC135278.mp3;XC135278_21.npy;50.990;51.990
Dendrocopos minor;XC135278.mp3;XC135278_22.npy;51.790;52.790
Dendrocopos minor;XC135278.mp3;XC135278_23.npy;54.130;55.130
Dendrocopos minor;XC135278.mp3;XC135278_24.npy;54.930;55.560
Dendrocopos minor;XC135278.mp3;XC135278_25.npy;57.900;58.900
Dendrocopos minor;XC135278.mp3;XC135278_26.npy;58.700;59.460
Dendrocopos minor;XC135278.mp3;XC135278_27.npy;61.000;62.000
Dendrocopos minor;XC135278.mp3;XC135278_28.npy;61.800;62.800
Dendrocopos minor;XC135278.mp3;XC135278_29.npy;71.460;72.460
Dendrocopos minor;XC135278.mp3;XC135278_30.npy;72.260;73.260
Dendrocopos minor;XC135278.mp3;XC135278_31.npy;73.060;73.320
Dendrocopos minor;XC135278.mp3;XC135278_32.npy;75.950;76.950
Dendrocopos minor;XC135278.mp3;XC135278_33.npy;76.750;77.350
Dendrocopos minor;XC135278.mp3;XC135278_34.npy;86.400;87.400
Dendrocopos minor;XC135278.mp3;XC135278_35.npy;87.200;87.630
Dendrocopos minor;XC135278.mp3;XC135278_36.npy;89.150;89.750
Dendrocopos minor;XC135278.mp3;XC135278_37.npy;92.140;93.140
Dendrocopos minor;XC135278.mp3;XC135278_38.npy;92.940;93.560
Dendrocopos minor;XC135278.mp3;XC135278_39.npy;96.420;97.420
Dendrocopos minor;XC135278.mp3;XC135278_40.npy;97.220;97.840
Dendrocopos minor;XC135278.mp3;XC135278_41.npy;99.880;100.880
Dendrocopos minor;XC135278.mp3;XC135278_42.npy;100.680;101.300
Dendrocopos minor;XC135278.mp3;XC135278_43.npy;103.060;104.052
Dendrocopos minor;XC135278.mp3;XC135278_44.npy;105.510;106.510
Dendrocopos minor;XC135278.mp3;XC135278_45.npy;106.310;106.950
Dendrocopos minor;XC135278.mp3;XC135278_46.npy;112.550;113.550
Dendrocopos minor;XC135278.mp3;XC135278_47.npy;113.350;114.090
Dendrocopos minor;XC135278.mp3;XC135278_48.npy;115.270;116.010
Dendrocopos minor;XC135278.mp3;XC135278_49.npy;126.030;127.030
Dendrocopos minor;XC135278.mp3;XC135278_50.npy;126.830;127.630
Dendrocopos minor;XC135278.mp3;XC135278_51.npy;129.150;130.150
Dendrocopos minor;XC135278.mp3;XC135278_52.npy;129.950;130.950
Dendrocopos minor;XC135278.mp3;XC135278_53.npy;130.750;131.030
Dendrocopos minor;XC135278.mp3;XC135278_54.npy;132.290;133.290
Dendrocopos minor;XC135278.mp3;XC135278_55.npy;133.090;133.790
Dendrocopos minor;XC135278.mp3;XC135278_56.npy;134.820;135.820
Dendrocopos minor;XC135278.mp3;XC135278_57.npy;135.620;136.060
Dendrocopos minor;XC135278.mp3;XC135278_58.npy;143.870;144.870
Dendrocopos minor;XC135278.mp3;XC135278_59.npy;144.670;145.670
Dendrocopos minor;XC135278.mp3;XC135278_60.npy;151.960;152.960
Dendrocopos minor;XC135278.mp3;XC135278_61.npy;152.760;153.520
Dendrocopos minor;XC135278.mp3;XC135278_62.npy;158.890;159.890
Dendrocopos minor;XC135278.mp3;XC135278_63.npy;159.690;160.690
Dendrocopos minor;XC135278.mp3;XC135278_64.npy;166.260;167.260
Dendrocopos minor;XC135278.mp3;XC135278_65.npy;167.060;168.060
Dendrocopos minor;XC135278.mp3;XC135278_66.npy;180.490;181.490
Dendrocopos minor;XC135278.mp3;XC135278_67.npy;181.290;182.290
Dendrocopos minor;XC135278.mp3;XC135278_68.npy;182.090;182.370
Dendrocopos minor;XC135278.mp3;XC135278_69.npy;185.430;186.430
Dendrocopos minor;XC135278.mp3;XC135278_70.npy;186.230;187.230
Dendrocopos minor;XC135278.mp3;XC135278_71.npy;196.220;197.220
Dendrocopos minor;XC135278.mp3;XC135278_72.npy;197.020;198.020
Dendrocopos minor;XC135278.mp3;XC135278_73.npy;197.820;198.060
Dendrocopos minor;XC135278.mp3;XC135278_74.npy;202.030;203.030
Dendrocopos minor;XC135278.mp3;XC135278_75.npy;202.830;203.830
Dendrocopos minor;XC135278.mp3;XC135278_76.npy;207.200;208.200
Dendrocopos minor;XC135278.mp3;XC135278_77.npy;208.000;209.000
Dendrocopos minor;XC135278.mp3;XC135278_78.npy;223.080;224.080
Dendrocopos minor;XC135278.mp3;XC135278_79.npy;223.880;224.880
Dendrocopos minor;XC135278.mp3;XC135278_80.npy;224.680;224.910
Dendrocopos minor;XC135278.mp3;XC135278_81.npy;242.980;243.980
Dendrocopos minor;XC135278.mp3;XC135278_82.npy;243.780;244.780
Dendrocopos minor;XC135278.mp3;XC135278_83.npy;244.580;244.970
Dendrocopos minor;XC135278.mp3;XC135278_84.npy;248.686;249.686
Dendrocopos minor;XC135278.mp3;XC135278_85.npy;249.486;249.920
Dendrocopos minor;XC135278.mp3;XC135278_86.npy;251.740;252.740
Dendrocopos minor;XC135278.mp3;XC135278_87.npy;252.540;253.300
Dendrocopos minor;XC135278.mp3;XC135278_88.npy;268.230;269.230
Dendrocopos minor;XC135278.mp3;XC135278_89.npy;269.030;270.030
Dendrocopos minor;XC135278.mp3;XC135278_90.npy;272.000;273.000
Dendrocopos minor;XC135278.mp3;XC135278_91.npy;272.800;273.800
Dendrocopos minor;XC135278.mp3;XC135278_92.npy;274.830;275.830
Dendrocopos minor;XC135278.mp3;XC135278_93.npy;275.630;276.070
Dendrocopos minor;XC135278.mp3;XC135278_94.npy;298.210;299.210
Dendrocopos minor;XC135278.mp3;XC135278_95.npy;299.010;300.010
Dendrocopos minor;XC135278.mp3;XC135278_96.npy;310.450;311.450
Dendrocopos minor;XC135278.mp3;XC135278_97.npy;311.250;311.980
Dendrocopos minor;XC135278.mp3;XC135278_98.npy;314.830;315.830
Dendrocopos minor;XC135278.mp3;XC135278_99.npy;315.630;316.630
Dendrocopos minor;XC135278.mp3;XC135278_100.npy;319.000;320.000
Dendrocopos minor;XC135278.mp3;XC135278_101.npy;319.800;320.800
Dendrocopos minor;XC135278.mp3;XC135278_102.npy;323.160;324.160
Dendrocopos minor;XC135278.mp3;XC135278_103.npy;323.960;324.490
Dendrocopos minor;XC135278.mp3;XC135278_104.npy;325.780;326.780
Dendrocopos minor;XC135278.mp3;XC135278_105.npy;326.580;326.980
Dendrocopos minor;XC135278.mp3;XC135278_106.npy;329.050;330.050
Dendrocopos minor;XC135278.mp3;XC135278_107.npy;329.850;330.380
Dendrocopos minor;XC135278.mp3;XC135278_108.npy;335.230;336.230
Dendrocopos minor;XC135278.mp3;XC135278_109.npy;336.030;336.380
Dendrocopos minor;XC135278.mp3;XC135278_110.npy;338.100;339.100
Dendrocopos minor;XC135278.mp3;XC135278_111.npy;338.900;339.450
Dendrocopos minor;XC135278.mp3;XC135278_112.npy;346.270;347.270
Dendrocopos minor;XC135278.mp3;XC135278_113.npy;347.070;347.610
Dendrocopos minor;XC135278.mp3;XC135278_114.npy;349.700;350.700
Dendrocopos minor;XC135278.mp3;XC135278_115.npy;350.500;351.500
Dendrocopos minor;XC135278.mp3;XC135278_116.npy;353.790;354.790
Dendrocopos minor;XC135278.mp3;XC135278_117.npy;354.590;355.260
Dendrocopos minor;XC135278.mp3;XC135278_118.npy;361.230;362.230
Dendrocopos minor;XC135278.mp3;XC135278_119.npy;362.030;362.830
Dendrocopos minor;XC135278.mp3;XC135278_120.npy;364.650;365.650
Dendrocopos minor;XC135278.mp3;XC135278_121.npy;365.450;366.060
Dendrocopos minor;XC135278.mp3;XC135278_122.npy;368.810;369.810
Dendrocopos minor;XC135278.mp3;XC135278_123.npy;369.610;370.220
Dendrocopos minor;XC135278.mp3;XC135278_124.npy;371.960;372.960
Dendrocopos minor;XC135278.mp3;XC135278_125.npy;372.760;373.760
Dendrocopos minor;XC135278.mp3;XC135278_126.npy;375.860;376.860
Dendrocopos minor;XC135278.mp3;XC135278_127.npy;376.660;377.270
Dendrocopos minor;XC135278.mp3;XC135278_128.npy;390.230;391.230
Dendrocopos minor;XC135278.mp3;XC135278_129.npy;391.030;392.030
Dendrocopos minor;XC135278.mp3;XC135278_130.npy;394.540;395.540
Dendrocopos minor;XC135278.mp3;XC135278_131.npy;395.340;396.340
Dendrocopos minor;XC135278.mp3;XC135278_132.npy;399.030;400.030
Dendrocopos minor;XC135278.mp3;XC135278_133.npy;399.830;400.830
Dendrocopos minor;XC142515.mp3;XC142515_0.npy;3.760;4.490
Dendrocopos minor;XC142515.mp3;XC142515_1.npy;12.230;13.230
Dendrocopos minor;XC142515.mp3;XC142515_2.npy;13.030;14.030
Dendrocopos minor;XC142515.mp3;XC142515_3.npy;35.321;36.321
Dendrocopos minor;XC142515.mp3;XC142515_4.npy;36.121;36.880
Dendrocopos minor;XC142515.mp3;XC142515_5.npy;51.480;52.480
